Description;accueil;Description_2;Description_3;clusters
bonjour  un site internet tres bien organise qui a su evoluer et un accueil agreable en agence  malheureusement  des dysfonctionnements informatiques repetes et signales  qui ne sont pas corriges assez rapidement  des echanges a distance chaotiques qui font trainer les dossiers administratifs d indemnisation et entrainent des problemes de communication et des delais de traitement  induisant des coupes financieres sur les prises en charge  quel dommage  tout cela pourrait etre evite par un simple rdv  ;1;['internet', 'evolu', 'agenc', 'repet', 'corrig', 'distanc', 'chaotiqu', 'train', 'doss', 'administr', 'indemn', 'entrainent', 'induis', 'rdv'];internet evolu agenc repet corrig distanc chaotiqu train doss administr indemn entrainent induis rdv;-1
depuis un an je suis inscrit sur la liste de demandeurs d emploi  au cours de 12 mois j ai eu un seul rdv avec ma conseillere  je pense que pole emploi ne fait pas beaucoup pour aider les personnes a retrouver un travail ;1;['inscrit', 'rdv', 'person'];inscrit rdv person;-1
meme si l interface du site pole emploi n est pas tres intuitive   a mon avis   je dois reconnaitre que pole emploi de saint gilles croix de vie est tres efficace   je viens de recruter deux employes grace a l accueil   a la gentillesse et a la competence du personnel  merci a eux ;1;['interfac', 'intuit', 'reconnaitr', 'saint', 'gill', 'croix', 'gentilless', 'competent', 'personnel'];interfac intuit reconnaitr saint gill croix gentilless competent personnel;1
moi aussi  j ai pu  beneficier  de ce dispositif  la reunion collective a ete ahurissante tellement nous avions l impression detre dans une classe de maternelle  le summum de cette session c est lorsque le directeur est venu nous promouvoir ce  bel  outil en nous precisant qu on aller en  baver  pendant 6 mois et qu il fallait se rehabituer a se lever tot  je lui ai fait la remarque que personnellement je n ai pas attendu pe pour cela  qu en tant qu aidant familial j ai du apporter un soutien permanent a mes parents  maladie degenerative pour ma maman  jusqu a leur mort et mon frere  maladie psychiatrique  encore aujourd hui donc pas de week ends  pas de vacances  il faut arreter de prendre les gens pour des gosses de 3 ans et des faineants  j ai quand meme accepte pendant 3 mois  un emploi d aide menagere  je suis comptable de formation    chez un particulier par le biais d une association tres mal organisee  nous devions faire signer les documents a la personne et les rendre a l association  donc en plus du travail administratif   j etais aide mengere pas employee admnistrative     association qui au passage a eu droit a des subventions pour m avoir employee  merci l etat   alors la  c etait le clou du spectacle  donc 2h de menage avec un aller retour de 26 km payees 7 90   net de l heure  avec bien evidemment mon propre vehicule et les frais kilometriques non pris en charge  donc aucuns benefices financier c etait le contraire au vu du prix de l essence  l aberration totale en ce qui me concerne  mais bon  il faut bien remettre au boulot  qu il n y a plus  ces boulets de chomeurs  ;1;['collect', 'ahur', 'impress', 'class', 'maternel', 'summum', 'session', 'directeur', 'venu', 'promouvoir', 'bav', 'rehabitu', 'lev', 'tot', 'remarqu', 'personnel', 'attendu', 'familial', 'apport', 'soutien', 'permanent', 'malad', 'degen', 'maman', 'mort', 'frer', 'malad', 'psychiatr', 'week', 'end', 'vacanc', 'goss', 'fain', 'menag', 'comptabl', 'format', 'bi', 'assoc', 'devion', 'docu', 'person', 'assoc', 'administr', 'meng', 'admnistr', 'assoc', 'passag', 'subvent', 'clou', '2h', 'menag', '26', 'km', 'pay', '90', 'net', 'propr', 'vehicul', 'frais', 'kilometr', 'benefic', 'financ', 'prix', 'essenc', 'aberr', 'remettr', 'boulot', 'boulet'];collect ahur impress class maternel summum session directeur venu promouvoir bav rehabitu lev tot remarqu personnel attendu familial apport soutien permanent malad degen maman mort frer malad psychiatr week end vacanc goss fain menag comptabl format bi assoc devion docu person assoc administr meng admnistr assoc passag subvent clou 2h menag 26 km pay 90 net propr vehicul frais kilometr benefic financ prix essenc aberr remettr boulot boulet;0
organisme pole emploi   aucune reponse de l employeur car il cree des viviers de c v grace a la cooperation de pole emplo  et pole emploi ne verifie pas du tout les offres et reponses des employeurs  resultat   ca devient chronophage de se presenter a des entretiens sans aucune reponse   qui aboutissent sur des depots de c v en vue de creer des viviers de candidats pour les absences maladie etc   et ils notifient pole emploi d offres cloturees   et nous pas de reponses   a croire que pole emploi travaille beaucoup plus pour  les employeurs que pour les chomeurs ;1;['repon', 'employeur', 'viv', 'v', 'coop', 'emplo', 'verif', 'offre', 'repon', 'employeur', 'chronophag', 'repon', 'about', 'depot', 'v', 'viv', 'absenc', 'malad', 'notifient', 'offre', 'clotur', 'repon', 'employeur'];repon employeur viv v coop emplo verif offre repon employeur chronophag repon about depot v viv absenc malad notifient offre clotur repon employeur;0
desormais au chomage malgre moi  je me suis inscrit a pole emploi debut septembre 2022  fin septembre  lors de mon rendez vous de validation d inscription  pole emploi le mans gare m indique que mon dossier est suivi par deux agences  le mans gare pour le volet administratif et le mans universite pour le volet allocations chomage   je me suis rendu a l agence le mans universite pour faire valider ma demande d allocation  chose qui s est faite dans les bonnes conditions au vu des documents demandes et fournis  le lendemain  a ma grande surprise  l agence pole emploi le mans gare me demande une serie de bulletins de paie et bloque mon dossier d allocation  j envoie les documents demandes mais mon dossier reste bloque  lorsque je decide d appeler le 3949  je tombe sur l agence le mans gare  un monsieur me reponds et des ses premieres paroles je sens qu il est sur la defensive  il m a l air mecontent et ses reponses ne repondent pas a mes questions  il m informe que l attestation adressee par mon entreprise n est pas conforme a ce que j ai fourni et m invite a retourner voir avec l entreprise  ce que je fais immediatement  2 semaines plus tard  mon dossier etant toujours bloque  je recontacte l agence et le meme monsieur me repond dans les memes conditions et  cette fois ci  il me raccroche au nez sans que je ne sache pourquoi  je rappelle et retombe sur lui  je lui demande pourquoi il a ce comportement et il me dit que mon dossier n est pas base chez eux  que dois contacter l agence de le mans universite pour avoir des reponses a mes questions  jusqu a present mon dossier reste bloque pour des raisons completement infondees ;1;['chomag', 'inscrit', 'man', 'doss', 'agenc', 'man', 'volet', 'administr', 'man', 'univers', 'volet', 'alloc', 'chomag', 'agenc', 'man', 'univers', 'alloc', 'cond', 'docu', 'lendemain', 'agenc', 'man', 'ser', 'bulletin', 'pai', 'doss', 'alloc', 'docu', 'doss', '3949', 'agenc', 'man', 'parol', 'defen', 'air', 'mecontent', 'repon', 'repondent', 'attest', 'conform', 'invit', 'immediat', 'doss', 'recontact', 'agenc', 'cond', 'raccroch', 'nez', 'sach', 'retomb', 'doss', 'contact', 'agenc', 'man', 'univers', 'repon', 'doss', 'infond'];chomag inscrit man doss agenc man volet administr man univers volet alloc chomag agenc man univers alloc cond docu lendemain agenc man ser bulletin pai doss alloc docu doss 3949 agenc man parol defen air mecontent repon repondent attest conform invit immediat doss recontact agenc cond raccroch nez sach retomb doss contact agenc man univers repon doss infond;0
je n ai toujours pas rencontre ma correspondante titulaire de pe arles 13 apres 6 mois  lors de l entretien initial  j ai ete recu par une charmante personne qui s est presentee comme n etant pas ma correspondante principale car absente  cette personne etait sous audit par une cadre superieure de l organisme  tout s est bien deroule  depuis  je n ai pu joindre de piece justificative demandee pour une raison demeuree obscure alors que le document remis est porteur de l intitule requis      je recois des propositions d emploi  cdi vendeur en boulangerie 25h aux saintes maries de la mer 13  formation de barbier         qui ne correspondent en rien a mon profil professionnel  cadre administratif  ;1;['titulair', 'arle', '13', 'initial', 'charm', 'person', 'absent', 'person', 'audit', 'superieur', 'deroul', 'justif', 'demeur', 'obscur', 'docu', 'rem', 'porteur', 'intitul', 'requ', 'cdi', 'vendeur', 'boulang', '25h', 'saint', 'mer', '13', 'format', 'barb', 'correspondent', 'profil', 'administr'];titulair arle 13 initial charm person absent person audit superieur deroul justif demeur obscur docu rem porteur intitul requ cdi vendeur boulang 25h saint mer 13 format barb correspondent profil administr;0
bonsoir   personne autonome  qui depuis ma rupture conventionnelle il y a 10 ans  s est debrouillee toute seule  et pourtant que d anecdotes depuis ce jour ou j ai pousse la porte de pole emploi  un burn out non reconnu par une degradation professionnelle d un collegue      avec diverses conseilleres sur cette periode dont certaines je n ai eu que le nom  sauf si je me reiterai ma demande pour un rdv physique ou telephoniquement car besoin d ateliers  creation cv  entretien pour embauche  mise en situation    etc       par courriel  afin de  rebondir  reprendre le chemin dans la recherche d un emploi apres 30 ans d activite  je n etais plus dans le coup     j ai eu dans mes conseilleres  des personnes bienveillantes et de bons conseils  mais le systeme est fait qu elles ont tellement de personnes a suivre que c est difficile pour elles d etre beaucoup a l ecoute    j en concois  mais lorsque l on doit se reconstruire  et recherche un nouvel emploi  ce n est pas toujours facile de  se vendre  quand qui plus est apres la cinquantaine     j en ai fait des ateliers  car un jour je souhaitais au plus vite reprendre l activite professionnelle  j ai  rame   j ai trouve  j ai en dividende divise par 2 5 le salaire que j avais quitte  comme le dit un proverbe   quand on veut  on peut    les annees passent vites  les dernieres annees a faire  et il y aura ne autre vie plus tranquille  je l espere et le souhaite   cordialement ;1;['bonsoir', 'person', 'autonom', 'conventionnel', 'debrouill', 'anecdot', 'pouss', 'burn', 'out', 'reconnu', 'degrad', 'collegu', 'diver', 'reit', 'rdv', 'courriel', 'rebond', 'chemin', 'person', 'system', 'person', 'concois', 'reconstruir', 'vendr', 'cinquantain', 'ram', 'dividend', 'div', 'salair', 'quitt', 'proverb', 'passent', 'tranquill'];bonsoir person autonom conventionnel debrouill anecdot pouss burn out reconnu degrad collegu diver reit rdv courriel rebond chemin person system person concois reconstruir vendr cinquantain ram dividend div salair quitt proverb passent tranquill;0
le pole emploi invite les demandeurs d emploi a s inscrire a un evenement en envoyant un courriel a l adresse e mail ape 9771 pole emploi fr  cette adresse courriel est erronee et ne recoit pas mes courriels ;1;['invit', 'even', 'courriel', 'e', 'ape', '9771', 'courriel', 'erron', 'recoit', 'courriel'];invit even courriel e ape 9771 courriel erron recoit courriel;-1
bonjour  j ai malheureusement dans ma vie professionnelle eu a utiliser vos services  en toute honnetete je ne trouve absolument rien a critiquer  ecoute  disponibilite et competence sans l ombre d un doute   bravo et merci pour votre serieux et votre professionnalisme ;1;['servic', 'honnetet', 'critiqu', 'disponibil', 'competent', 'ombre', 'professionnal'];servic honnetet critiqu disponibil competent ombre professionnal;1
dans le cadre du suivi de ma recherche d emploi  j ai participe a une reunion d information  seniors  animee par l agence de pornic  44    j ai rencontre des agents accueillants  bienveillants  qui vont au dela de l ecoute  et que l on sent prets a faire le maximum pour nous assister  nous guider et nous suivre avec consideration et respect  je tiens a leur exprimer ma reconnaissance  une des phrases  choc  etait  vous n etes pas seul   c est une realite dont je voulais temoigner;1;['senior', 'anim', 'agenc', 'pornic', '44', 'agent', 'pret', 'maximum', 'guid', 'respect', 'exprim', 'reconnaiss', 'phras', 'choc', 'temoign'];senior anim agenc pornic 44 agent pret maximum guid respect exprim reconnaiss phras choc temoign;1
