Description;accueil;Description_2;Description_3;clusters
si je pouvais mettre zero etoile je le ferais     je suis venue a 2 reprises  la premiere fois j ai attendu 1h30     et la deuxieme fois qui est aujourd hui  l agence est fermee         le probleme n est pas de fermer exceptionnellement  c est de ne prevenir personne        rien sur leur site de pole emploi  rien sur les horaires google        et j ai regarde avant de partir   c est umanque flagrant de professionnalisme et de respect        alors oui  il y a un papier sur la devanture de l agence        j habite a 1h de tassin      vraiment tres pratique pour voir cette feuille a4 sur la porte d entree  je suis vraiment decue de cette agence et de leur organisation   ;1;['venu', 'attendu', '1h30', 'agenc', 'ferme', 'ferm', 'exceptionnel', 'preven', 'person', 'horair', 'googl', 'regard', 'umanqu', 'flagr', 'professionnal', 'respect', 'devantur', 'agenc', 'habit', '1h', 'tassin', 'a4', 'entre', 'agenc'];venu attendu 1h30 agenc ferme ferm exceptionnel preven person horair googl regard umanqu flagr professionnal respect devantur agenc habit 1h tassin a4 entre agenc;-1
l accueil a ete fait dans les regles  protocole sanitaire respecte  les conseillers m ont accompagnes sereinement et rapidement    l equipe a ete d un grand soutien pour l administratif dans ma demarche d auto entrepreneur  merci beaucoup ;1;['protocol', 'sanitair', 'respect', 'serein', 'equip', 'soutien', 'administr', 'demarch', 'auto', 'entrepreneur'];protocol sanitair respect serein equip soutien administr demarch auto entrepreneur;1
tres bonne equipe   a l ecoute et tres professionnel;1;['equip'];equip;-1
la dame en bon point a l accueil  tres hautaine  une honte  vous travaillez dans le social il me semble  pourtant vous ne respecte absolument pas les gens  en esperant que vous voyez cet avis  le prochain est une lettre adresse au directeur general de pole emploi pour votre manque de respect  d implication et de volonte dans votre boulot  bien a vous  ;1;['hautain', 'respect', 'directeur', 'respect', 'impliqu', 'volont', 'boulot'];hautain respect directeur respect impliqu volont boulot;1
merci beaucoup a mme isoux pour son accompagnement  mes projets avancent grace a elle et je tiens a la remercier pour son investissement et son professionnalisme ;1;['mme', 'isoux', 'avancent', 'remerci', 'invest', 'professionnal'];mme isoux avancent remerci invest professionnal;-1
pour ma part  mon rdv de hier s est tres bien passe     le monsieur qui m a recu etait competent et a su me diriger par rapport a ma situation  je l ai trouve investi et serieux   ;1;['rdv', 'hi', 'competent', 'dirig', 'invest'];rdv hi competent dirig invest;-1
suite a un appel avec le 3949 a 9h00   je me suis fais bascule sur l agence de thonon  une dame  qui visiblement s est leve du mauvais pied a pris mon appel  entre le fait qu elle me coupait la parole sans arret  qu elle ne cherchait pas a comprendre ce que je lui disais et qu elle a oser me parle avec un ton condescendant  il faudrait revoir votre methode de recrutement des conseillers ;1;['3949', '9h00', 'bascul', 'agenc', 'thonon', 'visibl', 'lev', 'mauv', 'pied', 'coup', 'parol', 'cherch', 'oser', 'condescend', 'revoir'];3949 9h00 bascul agenc thonon visibl lev mauv pied coup parol cherch oser condescend revoir;0
tres bon accompagnement  personnel souriant hampatique  et  surtout  pret a tout pour vous aider;1;['personnel', 'souri', 'hampat', 'pret'];personnel souri hampat pret;1
dans le cadre d un projet de creation d entreprise  je suis tres satisfaite de mon 1er rdv avec une conseillere qui a ete ponctuelle  tres agreable  a l ecoute et qui a su me conseiller pour des demarches pertinentes pour demarrer les etapes  j espere pouvoir retrouver cette personne pour la suite  petits bemols sur   couacs   informatiques et reception des mails  j espere que tout se passera pour le mieux ;1;['satisfait', 'rdv', 'ponctuel', 'demarch', 'pertinent', 'demarr', 'etap', 'person', 'bemol', 'couac'];satisfait rdv ponctuel demarch pertinent demarr etap person bemol couac;0
des incompetents ne vous deplacer pas        ;1;['incompetent'];incompetent;-1
je tiens a remercier personnellement mme perrine rocacher pour le temps qu elle m a accorde pour son ecoute  pour la clarte de ses explications et sa disponibilite  je n ai pas l habitude de mettre des avis  ni des notes  mais  felicitation pour sa rapidite de reponse et son professionnalisme ;1;['remerci', 'personnel', 'mme', 'perrin', 'rocach', 'accord', 'clart', 'disponibilit', 'habitud', 'felicit', 'rapidit', 'repons', 'professionnal'];remerci personnel mme perrin rocach accord clart disponibilit habitud felicit rapidit repons professionnal;-1
accueil et  genial   je suis partie plusieurs fois pour postuler sur ordinateur on ne pas aide je suis rentre sans suite;1;['genial'];genial;1
mon dieu  on y rentre pour chercher du taf je tombe sur un conseiller   je resort du pole emploi j ai pas de taf  cest pas logique cette entreprise   ;1;['dieu', 'taf', 'resort', 'taf', 'logiqu'];dieu taf resort taf logiqu;1
bonne journee tout le monde   je tiens a dire un grand merci aux equipes de pole emploi pour leur travail   je ne parle pas tres bien le francais  mais le personnel m a aide a remplir le questionnaire   j ai ete satisfaite de ma visite ;1;['equip', 'personnel', 'questionnair', 'satisfait', 'visit'];equip personnel questionnair satisfait visit;1
incompetants  desagreables     leur tablette a l entree pour signaler sa presence n a pas fonctionne  j ai donc patiente 30min pour rien juste devant l accueil  on me dit de patienter  que mon conseille va arriver    je fini pas aller demander la raison de ce retard a l accueil  et la on me dit que je me suis pas signalee   un fou furieux sort de son bureau en trombe  probablement mon conseille    pour m engueuler  comme quoi c est ma faute si leur tablette n a pas fonctionne et refuse d honorer le rendez vous  parce que j ai trop de retard    obligee d y retourner dans 2 jours  comme si j avais que ca a faire    ces personnes ne devraient pas etre autorisees a travailler avec le public  ;1;['incompet', 'tablet', 'entre', 'presenc', 'patient', '30min', 'patient', 'retard', 'signale', 'fou', 'furieux', 'bureau', 'tromb', 'probabl', 'engueul', 'tablet', 'honor', 'retard', 'oblige', 'person', 'autorise'];incompet tablet entre presenc patient 30min patient retard signale fou furieux bureau tromb probabl engueul tablet honor retard oblige person autorise;-1
pas de doute   tout a revoir   du pre   accueil au pittbull au guichet qui ne savent que mepriser par un ton odieux les chomeurs   ils ne realisent pas que nous sommes leur gagne   pain pourvu que cela dure quelques fois on se demande a quoi sert ces  gens   a part hair les clients;1;['revoir', 'pittbull', 'guichet', 'savent', 'mepris', 'odieux', 'realisent', 'pain', 'pourvu', 'hair'];revoir pittbull guichet savent mepris odieux realisent pain pourvu hair;1
je confirme malheureusement les avis precedents     accueil deplorable  le personnel est froid et desagreable  mauvais renseignements il ne faut rien attendre de ce pole emploi ;1;['confirm', 'deplor', 'personnel', 'froid', 'mauv'];confirm deplor personnel froid mauv;1
j y suis alle pour accompagner une personne en  recherche d emploi   j ai rarement vu des employes aussi bienveillants  j en ai profite pour poser des questions sur une eventuelle formation   les conseils ont ete judicieux  merci a vous;1;['person', 'rar', 'profit', 'pos', 'eventuel', 'format', 'judici'];person rar profit pos eventuel format judici;1
agence des plus sympathique  j y ai toujours ete bien recu a la fois par les conseillers mais egalement par les service civique  ces derniers sont toujours prets a vous aider  ils sont a l ecoute et font de leur mieux pour vous apprendre a utiliser l outil numerique   surtout le petit jeune blond venitien tres sympathique  ;1;['agenc', 'sympath', 'servic', 'civiqu', 'derni', 'pret', 'apprendr', 'numer', 'jeun', 'blond', 'venitien', 'sympath'];agenc sympath servic civiqu derni pret apprendr numer jeun blond venitien sympath;0
j adore  c est le plus beau pole emploi du nord  les conseillers sont chaleureux et accueillants et l equipe des services civiques fait un travail formidable ;1;['ador', 'nord', 'chaleur', 'equip', 'servic', 'civiqu', 'formid'];ador nord chaleur equip servic civiqu formid;-1
je suis passe ce matin    sans rdv   pour demander les documents de l  annee 2008  ca passe tres bien et l  accueil est tres sympathique  merci     ;1;['rdv', 'docu', '2008', 'sympath'];rdv docu 2008 sympath;-1
j ai passe mon premier rendez vous avec ce pole emploi   tout etait genial  la conseillere et la dame qui etait en stage pour devenir conseillere  les deux etaient au top   elles m ont informes de tout les details de ma demande d emploi et m ont adresses vers les organismes specialises de mon recherche  merci pour votre attention et bienveillance toutes les deux ;1;['genial', 'deven', 'top', 'specialis'];genial deven top specialis;1
jeune femme a l accueil est au telephone et raconte sa vie prive qui est entendu par l ensemble des usagers et refuse d aider les personnes qui ne savent pas utiliser un ordinateur  du grand n importe quoi;1;['jeun', 'femm', 'racont', 'entendu', 'ensembl', 'usager', 'person', 'savent'];jeun femm racont entendu ensembl usager person savent;1
si je pouvais mettre aucune etoile je le ferais  la personne a l accueil a ete tres agreable  cependant le conseiller mohamed b est tres irrespectueux voire meme a un comportement discriminatoire  des paroles tres crues et tres deplacees venant d un   conseiller    il faut apprendre a garder sa place et se taire  il prend de haut et se moque de ce que vous souhaitez  son objectif est de vous casser  quelle honte  pour une administration ;1;['person', 'cepend', 'mohamed', 'b', 'irrespectu', 'discriminatoir', 'parol', 'cru', 'deplace', 'apprendr', 'gard', 'tair', 'haut', 'moqu', 'object', 'cass', 'administr'];person cepend mohamed b irrespectu discriminatoir parol cru deplace apprendr gard tair haut moqu object cass administr;0
je rejoins les avis precedents  les   conseillers    notamment monsieur mohamed b ne respectent pas les gens  impossible de les contacter ou d obtenir un rendez vous car en effet cette personne ne prend pas la peine d etudier mes mails en cloturant la conversation systematiquement   radiations a tout va et l accueil au sein de cette agence est deplorable  si je retrouve du travail ce ne sera pas grace a vous car le suivi est nul;1;['rejoin', 'mohamed', 'b', 'respectent', 'contact', 'person', 'etudi', 'clotur', 'radiat', 'sein', 'agenc', 'deplor'];rejoin mohamed b respectent contact person etudi clotur radiat sein agenc deplor;-1
la conseillere au top     elle m a donnee les meilleurs conseils   j admire vraiment cette femme    licenciee depuis peu depuis plus de 20 ans de travail   j etais vraiment mal   elle ma redonnee confiance    ;1;['top', 'donne', 'meilleur', 'admir', 'femm', 'licencie', 'redonne'];top donne meilleur admir femm licencie redonne;1
la conseillere incompetente ne sachant pas ce que c est une poei et une poec  c est aberrant de voir ca  de plus les rendez vous ne servent strictement a rien car je n ai absolument pas besoin de perdre 1 heure juste pour que la conseillere regarde un ecran ;1;['incompetent', 'poei', 'poec', 'aberr', 'strict', 'regard', 'ecran'];incompetent poei poec aberr strict regard ecran;-1
conseillere au top toujours a l ecoute et conseillere indemnisations pareil  franchement un super pole emploi    jamais decue  je suis venu pour m assurer de la bonne mise a jour de mon dossier  la conseillere au guichet a verifie l integralite des donnees me concernant tres rapidement  tres professionnelle  reactive et souriante   je n hesiterai pas a solliciter a nouveau si besoin;1;['top', 'indemnis', 'pareil', 'venu', 'assur', 'dossi', 'guichet', 'verif', 'integralit', 'reactiv', 'souri', 'hesit'];top indemnis pareil venu assur dossi guichet verif integralit reactiv souri hesit;-1
bon accueil general  possibilite d utiliser les services informatiques;1;['servic'];servic;1
accueil tres sympa  ma conseillere egalement  bon apres ca reste pole emploi  ils sont fort pour trouver des emplois qui ne nous correspondent absolument pas;1;['correspondent'];correspondent;1
bonne accueil et tres biens accompagnes;1;[];;-1
bonne accueil et tres biens accompagnes;1;[];;-1
madame corinna  sinnhuber  a brille par son incompetence dans la gestion de mon dossier  elle a ete incapable de  m  informer  de l  envoi d  un courrier  de la part d un operateur prive de  placement pour un accompagnement  personnel avec cet operateur   de plus   elle a oublie l ensemble des documents  demandes  pour une aide de l agefigh   surtout   elle m  a refuse  un entretien  physique  pour une aide financiere de  l  agefigh pour un bilan de competences  enfin  elle m  a oriente vers activ projet comme elle touche une prime variable sur resultats en fonction  du nombre de beneficiaire  envoyes  vers les operateurs prives de placement  elle a pense a sa prime qu  a remplir une mission de service public  elle est malhonnete  l agence est compose de loosers  a fuir  ;1;['corinn', 'sinnhub', 'brill', 'incompetent', 'gestion', 'dossi', 'courri', 'oper', 'plac', 'personnel', 'oper', 'ensembl', 'docu', 'agefigh', 'agefigh', 'orient', 'variabl', 'beneficiair', 'oper', 'priv', 'plac', 'servic', 'malhonnet', 'agenc', 'compos', 'looser', 'fuir'];corinn sinnhub brill incompetent gestion dossi courri oper plac personnel oper ensembl docu agefigh agefigh orient variabl beneficiair oper priv plac servic malhonnet agenc compos looser fuir;0
