Description;demarche en ligne;compte ou espace personnel;Description_2;Description_3;clusters
bonjour  je retrouve un emploi apres une periode de chomage  pole emploi en est informe  comme d autres organismes concernes  le 28 du mois de mon embauche  je souhaite declarer cette nouvelle situation a pole emploi   ma declaration est pre remplie  comportant des erreurs que je ne peux corriger   ma date d embauche suppose par p e  est erronee   j ai la possibilite de renseigner le nombre d heures travaillees  le salaire  mais pas la periode de travail   j ai donc ete oblige de valider une  actualisation de ma situation  pre remplie erronee     je me pose la question suivante   qui en portera la responsabilite en cas de litige avec pole emploi   cordialement;1;1;['chomag', 'declar', 'declar', 'suppos', 'p', 'e', 'errone', 'salair', 'errone', 'responsabilit', 'litig'];chomag declar declar suppos p e errone salair errone responsabilit litig;2
bonjour  impossible de prendre rendez vous en ligne sur le site de pole emploi  ca ne fonctionne pas  on ne peut en plus pas prendre de rendez vous par telephone  comment faire  c est bien de vouloir tout dematerialiser mais pour ca il faudrait que ca fonctionne  ce qui pour le moment n est pas le cas ;1;1;['vouloir', 'dematerialis'];vouloir dematerialis;-1
chaque mois je dois remplir les references de mes multiples employeurs cesu qui sont les memes a chaque saisie mais pas enregistrees par les services de pole emploi ;1;1;['employeur', 'enregistre', 'servic'];employeur enregistre servic;2
bonjour  actuellement allocataire a pole emploi  je peux temoigner de l aide apportee dans mon parcours visant a la creation d une micro entreprise  grace a des ateliers et des webinaires  j ai mis en place un plan methodique quant a l ensemble des demarches necessaires a assurer de bons choix  code ape  statut juridique     afin de debuter mon activite avec un maximum de bons reflexes et dans un cadre le plus adapte a mon activite  je programme mon debut d activite pour le dernier trimestre de 2023  je remercie donc l ensemble des conseillers  formateurs et intervenants qui contribuent a guider et rendre possible un changement de vie professionnelle  bien cordialement ;1;1;['allocatair', 'temoign', 'apporte', 'micro', 'webinair', 'plan', 'ensembl', 'demarch', 'assur', 'ape', 'jurid', 'debut', 'maximum', 'reflex', 'programm', 'ensembl', 'interven', 'contribuent', 'guid'];allocatair temoign apporte micro webinair plan ensembl demarch assur ape jurid debut maximum reflex programm ensembl interven contribuent guid;1
j ai du repostuler en ligne via pole emploi a un poste ou j avais deja postule via indeed mais impossible de le signaler alors que le poste m interesse donc pas juste de signaler que l on n est pas interessee donc obligee de reiterer la candidature ;1;1;['repostul', 'indeed', 'interesse', 'oblige', 'reiter'];repostul indeed interesse oblige reiter;-1
impossible d indiquer une activite  en cachet intermittent spectacle guso  comedien sur la version d actualisation;1;0;['cachet', 'intermittent', 'guso', 'comedien'];cachet intermittent guso comedien;0
bonjour   cela fait plus d une semaine que je tente d obtenir un rendez vous avec un conseiller pole emploi  ayant besoin urgemment de faire valider un projet de formation    celui ci n est joignable que par e mail  je n ai jamais pu  jamais  prendre un rendez vous via mon espace personnel depuis que ce service existe  il est note constamment   aucun creneau disponible    quelque soit le moyen   en visio  par telephone ou en agence   j ai envoye un mail le 28 01  puis un deuxieme le 03 02  toujours aucune reponse alors que pole emploi s engage a repondre dans les 48h 72h   je decide alors le 06 02 d appeler directement le 3949 pour prendre un rdv  aimablement  on me signifie que mon conseiller a ete contacte et d attendre une reponse de sa part   aujourd hui meme  le 07 02  un conseiller  qui n est pas le mien  m envoie un mail pour me demander    de prendre rendez vous en ligne     oui oui  et d obtenir ainsi un rendez vous dans un long mois     outre le delai qui va balayer mes chances d obtenir cette formation rapidement  je lui ai renvoye un mail pour lui signifier que  justement  je ne peux pas prendre rendez vous en ligne    c est bien le probleme    a l heure actuelle  je suis coince    je n ai toujours pas de rendez vous et aucune perspective concernant mon projet de formation   il ne me reste plus qu a me deplacer pour tenter  tenter  d obtenir un rendez vous ;1;0;['urgemment', 'format', 'joignabl', 'e', 'personnel', 'servic', 'const', 'creneau', 'visio', 'agenc', '01', '03', '02', 'repons', 'engag', '48h', '72h', '06', '02', '3949', 'rdv', 'aimabl', 'signif', 'contact', 'repons', '07', '02', 'mien', 'outr', 'balai', 'chanc', 'format', 'renvoy', 'signifi', 'just', 'actuel', 'coinc', 'perspect', 'format', 'tent', 'tent'];urgemment format joignabl e personnel servic const creneau visio agenc 01 03 02 repons engag 48h 72h 06 02 3949 rdv aimabl signif contact repons 07 02 mien outr balai chanc format renvoy signifi just actuel coinc perspect format tent tent;-1
bonjour   auto entrepreneur  je n ai pas travaille en janvier  cependant  impossible de remplir ma declaration sur le site de pole emploi   le logiciel n accepte pas 0 heures   ma conseillere indemnisation m a ecrit    pour tout les createurs   il faut declarer 1 heure obligatoirement    je suis etonne de cette procedure  a l encontre de la transparence  d autant plus qu elle ne correspondra pas avec la declaration ursaff jointe    je refuse de mentir    je suis tres etonne de la part de pole emploi   ;0;1;['auto', 'entrepreneur', 'cepend', 'declar', 'indemnis', 'createur', 'declar', 'eton', 'procedur', 'encontr', 'transparent', 'correspondr', 'declar', 'ursaff', 'joint', 'ment', 'eton'];auto entrepreneur cepend declar indemnis createur declar eton procedur encontr transparent correspondr declar ursaff joint ment eton;-1
il est dommage de ne plus pouvoir photocopier les annonces auxquelles je postule  en effet  ce service permettait un suivi dans les demarches de postulat et permettait egalement de justifier du contenu de l annonce si un quiproquo se glissait dans l entretien d embauche   je comprends que photocopier a tout va n est ni economique ni ecologique  mais la possibilite de photocopier les annonces auxquelles j ai postule permet un meilleur suivi des mes demarches de recherche d emploi ;1;1;['photocopi', 'auxquel', 'servic', 'demarch', 'postulat', 'contenu', 'quiproquo', 'gliss', 'photocopi', 'ecolog', 'photocopi', 'auxquel', 'meilleur', 'demarch'];photocopi auxquel servic demarch postulat contenu quiproquo gliss photocopi ecolog photocopi auxquel meilleur demarch;-1
je me retrouve exactement dans cette situation  j ai de nouveau un pseudo conseiller referent pour des echanges priviligies  sauf que cela fait 3 mails que j envoie sans la moindre reponse  j habite marseille  suis rattache a la belle de mai qui traite tout sauf l indemnisation  or c est l un des seuls services ou nous avons besoin d un contact presentiel et c etait le cas precedemment  un 3949 qui est sature   sauf pour ceux qui ne l ont jamais utilise    sous couvert de simplification  nous payons les economies a realiser  cela fait 2 mois que mon dossier est bloque pour un simple document qui peut etre traite en 5 mins;0;1;['exact', 'pseudo', 'privilig', 'repons', 'habit', 'marseil', 'rattach', 'indemnis', 'seul', 'servic', 'contact', 'presentiel', '3949', 'satur', 'couvert', 'payon', 'dossi', 'docu', 'min'];exact pseudo privilig repons habit marseil rattach indemnis seul servic contact presentiel 3949 satur couvert payon dossi docu min;-1
j avais trois employeurs  ce qui me permettait de gagner environ 1600 euros nets par mois    j ai perdu recemment un de ces trois emplois  environ 650 euros mensuels     le calcul de mon allocation ne se basant que sur ce seul emploi perdu sans prendre en compte mes deux autres employeurs  grace auxquels j ai pourtant cotise  font que j ai theoriquement droit a 430 euros d allocation par mois    comme je n ai pas perdu mes deux autres emplois  et que je gagne selon les mois entre 800 et 1000 euros nets et que ces montants sont deduits des 430 euros suscites  je ne percois en pratique pas d allocation are  c est un droit fantome  ;1;1;['employeur', '1600', 'euros', 'net', 'recent', '650', 'euros', 'alloc', 'compt', 'employeur', 'auxquel', 'theoriqu', '430', 'euros', 'alloc', 'selon', '800', '1000', 'euros', 'net', 'deduit', '430', 'euros', 'suscit', 'percois', 'alloc', 'fantom'];employeur 1600 euros net recent 650 euros alloc compt employeur auxquel theoriqu 430 euros alloc selon 800 1000 euros net deduit 430 euros suscit percois alloc fantom;2
voici plusieurs semaines que je tente de contacter le service fraude de pe par le biais de mon espace personnel a la demande de pe car j ai constate une fraude massive a pole emploi de la part d un employeur    comme indique  je dispose de nombreux documents qui demontrent la fraude     mais aucune reponse  aucune prise de contact de la part de pole emploi fraude  pourtant en agence  ils ont observe la fraude que j ai denoncee  mais le service fraude rien   je doute de la volonte du service de fraude de chasser tous les fraudeurs  les petites gens  oui  mais les societes  non   j ai d ailleurs contacte mme borne qui ne semple pas plus interessee ;0;1;['voic', 'contact', 'servic', 'fraud', 'bi', 'personnel', 'fraud', 'massiv', 'employeur', 'dispos', 'docu', 'demontrent', 'fraud', 'repons', 'contact', 'fraud', 'agenc', 'observ', 'fraud', 'denonce', 'servic', 'fraud', 'volont', 'servic', 'fraud', 'chass', 'fraudeur', 'societ', 'contact', 'mme', 'born', 'sempl', 'interesse'];voic contact servic fraud bi personnel fraud massiv employeur dispos docu demontrent fraud repons contact fraud agenc observ fraud denonce servic fraud volont servic fraud chass fraudeur societ contact mme born sempl interesse;2
bonjour  au mois de fevrier 2021 je me suis lance dans un projet de reprise d une entreprise alors en redressement judiciaire et composee d une dizaine de collaborateurs menaces de perdre leur emploi  grace au soutien apporte par pole emploi et au soutien de mon conseiller j ai continue a beneficier de l aide mensuel jusqu a fin decembre 2022 et ainsi pu me consacrer l esprit plus libre a relancer mon entreprise  sauvegarder et creer des emplois  demarcher mes clients  mes partenaires  etc  sans cette aide il m aurait ete difficile de me projeter  j aurais pu beneficier en une seule fois de cette aide mais j ai prefere mensualiser celle ci et je ne le regrette absolument pas  j ai ainsi pu gerer plus sereinement mon entreprise   merci vraiment a pole emploi et ses acteurs   cordialement;0;1;['lanc', 'redress', 'judiciair', 'compose', 'dizain', 'collabor', 'soutien', 'apport', 'soutien', 'consacr', 'esprit', 'libr', 'sauvegard', 'demarch', 'partenair', 'prefer', 'mensualis', 'serein', 'acteur'];lanc redress judiciair compose dizain collabor soutien apport soutien consacr esprit libr sauvegard demarch partenair prefer mensualis serein acteur;3
actualisation   terrible  je ne sais pas pourquoi chaque fois il faut trouvez le numero de chaque employeur et pas par nom   en plus   doublon des employers ou manque des employeurs   essayez d envoyer pour 14 employeur deux pages de bulletin salaire et a la fin la page reviens au debout  ;1;0;['terribl', 'employeur', 'doublon', 'employer', 'employeur', '14', 'employeur', 'bulletin', 'salair', 'revien', 'debout'];terribl employeur doublon employer employeur 14 employeur bulletin salair revien debout;2
